Console,GameName,Review,Score,Score_Category
SAT,Virtual On Review,Mediocre,5,Mediocre (5-5.9)
SAT,Virtua Fighter Kids Review,Fair,6,Fair (6-6.9)
SAT,Virtua Cop 2 Review,Good,7,Good (7-7.9)
SAT,Vampire Savior (Import) Review,Great,8,Great (8-8.9)
SAT,Ultraman Legend (Import) Review,Mediocre,5,Mediocre (5-5.9)
SAT,Toshinden URA Review,Mediocre,5,Mediocre (5-5.9)
SAT,Tomb Raider Review,Good,7,Good (7-7.9)
SAT,Thunder Force V: Special Pack (Import) Review,Great,8,Great (8-8.9)
SAT,Tetris Plus Review,Poor,4,Poor (4-4.9)
SAT,Tempest 2000 Review,Fair,6,Fair (6-6.9)
SAT,Sega Touring Car Championship Review,Mediocre,5,Mediocre (5-5.9)
SAT,Steep Slope Sliders Review,Good,7,Good (7-7.9)
SAT,Sonic 3D Blast Review,Good,7,Good (7-7.9)
SAT,Sol Divide (Import) Review,Good,7,Good (7-7.9)
SAT,Shining Force III Scenario 3 (Import) Review,Great,8,Great (8-8.9)
SAT,Shining Force III Scenario 2 (Import) Review,Great,8,Great (8-8.9)
SAT,Shining the Holy Ark Review,Superb,9,Excellent (9-10)
SAT,Street Fighter Collection Review,Mediocre,5,Mediocre (5-5.9)
SAT,Scorcher Review,Mediocre,5,Mediocre (5-5.9)
SAT,Roommate Ryoko (Import) Review,Fair,6,Fair (6-6.9)
SAT,Resident Evil Review,Good,7,Good (7-7.9)
SAT,Rampage World Tour Review,Bad,3,Bad (3-3.9)
SAT,Super Puzzle Fighter II Turbo Review,Good,7,Good (7-7.9)
SAT,Pro Pinball Review,Mediocre,5,Mediocre (5-5.9)
SAT,Power Slave Review,Mediocre,5,Mediocre (5-5.9)
SAT,Phantasy Star Collection (Import) Review,Good,7,Good (7-7.9)
SAT,NHL All-Star Hockey 98 Review,Fair,6,Fair (6-6.9)
SAT,NBA Live 98 Review,Poor,4,Poor (4-4.9)
SAT,NBA Jam Extreme Review,Poor,4,Poor (4-4.9)
SAT,NBA Action 98 Review,Fair,6,Fair (6-6.9)
SAT,NASCAR 98 Review,Fair,6,Fair (6-6.9)
SAT,Mortal Kombat Trilogy Review,Fair,6,Fair (6-6.9)
SAT,Mega Man 8 Anniversary Collector's Edition Review,Fair,6,Fair (6-6.9)
SAT,MechWarrior 2 Review,Good,7,Good (7-7.9)
SAT,Maximum Force Review,Poor,4,Poor (4-4.9)
SAT,Machine Head Review,Mediocre,5,Mediocre (5-5.9)
SAT,Assault Suit Leynos 2 (Import) Review,Good,7,Good (7-7.9)
SAT,Legend of Oasis Review,Fair,6,Fair (6-6.9)
SAT,Last Bronx Review,Poor,4,Poor (4-4.9)
SAT,Iron Man / X-O Manowar in Heavy Metal Review,Mediocre,5,Mediocre (5-5.9)
SAT,Hyper 3D Pinball Review,Mediocre,5,Mediocre (5-5.9)
SAT,House of the Dead Review,Good,7,Good (7-7.9)
SAT,Herc's Adventures Review,Good,7,Good (7-7.9)
SAT,Heir of Zendor Review,Bad,3,Bad (3-3.9)
SAT,Gungriffon II (Import) Review,Good,7,Good (7-7.9)
SAT,Groove On Fight (Import) Review,Fair,6,Fair (6-6.9)
SAT,Grid Runner Review,Good,7,Good (7-7.9)
SAT,Grandia (Import) Review,Superb,9,Excellent (9-10)
SAT,Fighting Vipers Review,Great,8,Great (8-8.9)
SAT,Enemy Zero Review,Mediocre,5,Mediocre (5-5.9)
SAT,Elevator Action 2 (Import) Review,Mediocre,5,Mediocre (5-5.9)
SAT,Dragon Force 2 (Import) Review,Good,7,Good (7-7.9)
SAT,Dracula X (Import) Review,Great,8,Great (8-8.9)
SAT,Die Hard Trilogy Review,Mediocre,5,Mediocre (5-5.9)
SAT,Die Hard Arcade Review,Good,7,Good (7-7.9)
SAT,Dead or Alive (Import) Review,Fair,6,Fair (6-6.9)
SAT,Dungeons & Dragons Collection (Import) Review,Mediocre,5,Mediocre (5-5.9)
SAT,Daytona Championship Review,Fair,6,Fair (6-6.9)
SAT,Dark Savior Review,Fair,6,Fair (6-6.9)
SAT,Cyberbots (Import) Review,Mediocre,5,Mediocre (5-5.9)
SAT,Crusader: No Remorse Review,Good,7,Good (7-7.9)
SAT,CrimeWave Review,Mediocre,5,Mediocre (5-5.9)
SAT,Capcom Generation 2 (Import) Review,Good,7,Good (7-7.9)
SAT,Bust-A-Move 3 Review,Fair,6,Fair (6-6.9)
SAT,Burning Rangers Review,Fair,6,Fair (6-6.9)
SAT,Brain Dead 13 Review,Bad,3,Bad (3-3.9)
SAT,Bottom of the 9th Review,Mediocre,5,Mediocre (5-5.9)
SAT,Saturn Bomberman Review,Good,7,Good (7-7.9)
SAT,Saturn Bomberman Fight!! (Import) Review,Good,7,Good (7-7.9)
SAT,Blazing Dragons Review,Mediocre,5,Mediocre (5-5.9)
SAT,Blast Chamber Review,Mediocre,5,Mediocre (5-5.9)
SAT,Battle Monsters Review,Poor,4,Poor (4-4.9)
SAT,Batman Forever The Arcade Game Review,Mediocre,5,Mediocre (5-5.9)
SAT,Baku Baku Review,Good,7,Good (7-7.9)
SAT,Arcade's Greatest Hits: The Atari Collection 1 Review,Fair,6,Fair (6-6.9)
SAT,Alien Trilogy Review,Good,7,Good (7-7.9)
SAT,Albert Odyssey: Legend of Eldean Review,Good,7,Good (7-7.9)
SAT,All Japan Pro Wrestling Featuring Virtua (Import) Review,Good,7,Good (7-7.9)
SAT,3D Baseball Review,Good,7,Good (7-7.9)
PS,Zill O'll (Import) Review,Poor,4,Poor (4-4.9)
PS,Zero Divide 2 (Import) Review,Mediocre,5,Mediocre (5-5.9)
PS,X Games Pro Boarder Review,Great,8,Great (8-8.9)
PS,Xevious 3D/G+ Review,Fair,6,Fair (6-6.9)
PS,WWF In Your House Review,Mediocre,5,Mediocre (5-5.9)
PS,Worms Armageddon Review,Good,7,Good (7-7.9)
PS,Monaco Grand Prix Review,Good,7,Good (7-7.9)
PS,World Cup 98 Review,Great,8,Great (8-8.9)
PS,Wing Commander IV Review,Great,8,Great (8-8.9)
PS,WCW vs. The World Review,Fair,6,Fair (6-6.9)
PS,WCW Nitro Review,Fair,6,Fair (6-6.9)
PS,Warpath: Jurassic Park Review,Poor,4,Poor (4-4.9)
PS,Warhammer: Shadow of the Horned Rat  Review,Bad,3,Bad (3-3.9)
PS,WarGames: Defcon 1 Review,Good,7,Good (7-7.9)
PS,WarCraft II: The Dark Saga Review,Good,7,Good (7-7.9)
PS,VR Soccer '96 Review,Mediocre,5,Mediocre (5-5.9)
PS,VR Golf '97 Review,Mediocre,5,Mediocre (5-5.9)
PS,VR Baseball 99 Review,Mediocre,5,Mediocre (5-5.9)
PS,VR Baseball 97 Review,Bad,3,Bad (3-3.9)
PS,V-Rally 2: Presented by Need For Speed Review,Good,7,Good (7-7.9)
PS,Virtual Pool Review,Good,7,Good (7-7.9)
PS,Vigilante 8 Review,Great,8,Great (8-8.9)
PS,vib-ribbon (Import) Review,Good,7,Good (7-7.9)
PS,Uprising X Review,Fair,6,Fair (6-6.9)
PS,"Unholy War, The Review",Good,7,Good (7-7.9)
PS,Umihara Kawase: Shun - Second Edition (Import) Review,Good,7,Good (7-7.9)
PS,Ultraman Fighting Evolution (Import) Review,Mediocre,5,Mediocre (5-5.9)
PS,Turbo Prop Racing Review,Poor,4,Poor (4-4.9)
PS,Tunnel B1 Review,Poor,4,Poor (4-4.9)
PS,Triple Play 2001 Review,Great,8,Great (8-8.9)
PS,Triple Play 97 Review,Great,8,Great (8-8.9)
PS,Triple Play 99 Review,Good,7,Good (7-7.9)
PS,Triple Play 98 Review,Good,7,Good (7-7.9)
PS,International Track and Field 2000 Review,Fair,6,Fair (6-6.9)
PS,Toukon Retsuden 3 (Import) Review,Fair,6,Fair (6-6.9)
PS,Toukon Retsuden 2 (Import) Review,Good,7,Good (7-7.9)
PS,Toshinden Subaru (Import) Review,Bad,3,Bad (3-3.9)
PS,Toshinden Kids (Nitoshinden) (Import) Review,Terrible,2,Terrible (2-2.9)
PS,Battle Arena Toshinden 3 Review,Good,7,Good (7-7.9)
PS,Tokyo Highway Battle Review,Bad,3,Bad (3-3.9)
PS,Tobal No. 1 Review,Good,7,Good (7-7.9)
PS,TNN Motor Sports Hardcore 4x4 Review,Fair,6,Fair (6-6.9)
PS,TimeShock! Pro-Pinball Review,Fair,6,Fair (6-6.9)
PS,Tigershark Review,Mediocre,5,Mediocre (5-5.9)
PS,CyberTiger Review,Mediocre,5,Mediocre (5-5.9)
PS,Thunder Force V Review,Great,8,Great (8-8.9)
PS,Thrasher: Skate and Destroy Review,Great,8,Great (8-8.9)
PS,Thunder Truck Rally Review,Mediocre,5,Mediocre (5-5.9)
PS,Theme Hospital Review,Good,7,Good (7-7.9)
PS,"Final Round, The Review",Mediocre,5,Mediocre (5-5.9)
PS,Test Drive 5 Review,Fair,6,Fair (6-6.9)
PS,Test Drive 4 Review,Mediocre,5,Mediocre (5-5.9)
PS,Test Drive Off-Road Review,Fair,6,Fair (6-6.9)
PS,Ten Pin Alley Review,Good,7,Good (7-7.9)
PS,Tennis Arena Review,Mediocre,5,Mediocre (5-5.9)
PS,Tenchu: Shinobi Hyakusen (Import) Review,Mediocre,5,Mediocre (5-5.9)
PS,Tekken 2 Review,Superb,9,Excellent (9-10)
PS,Team Losi RC Racer Review,Poor,4,Poor (4-4.9)
PS,Tail of the Sun Review,Poor,4,Poor (4-4.9)
PS,Tail Concerto Review,Fair,6,Fair (6-6.9)
PS,Tactics Ogre Review,Good,7,Good (7-7.9)
PS,Syphon Filter 2 Review,Fair,6,Fair (6-6.9)
PS,Syndicate Wars Review,Mediocre,5,Mediocre (5-5.9)
PS,Supercross 2000 Review,Poor,4,Poor (4-4.9)
PS,Superbike 2000 Review,Bad,3,Bad (3-3.9)
PS,Street Fighter Alpha 2 Review,Good,7,Good (7-7.9)
PS,Street Sk8er Review,Poor,4,Poor (4-4.9)
PS,Street Racer Review,Mediocre,5,Mediocre (5-5.9)
PS,Steel Harbinger Review,Good,7,Good (7-7.9)
PS,Starwinder Review,Poor,4,Poor (4-4.9)
PS,Star Gladiator Review,Good,7,Good (7-7.9)
PS,South Park Rally Review,Bad,3,Bad (3-3.9)
PS,Sports Car GT Review,Bad,3,Bad (3-3.9)
PS,Speed Power Gunbike (Import) Review,Fair,6,Fair (6-6.9)
PS,Speed Racer Review,Poor,4,Poor (4-4.9)
PS,Space Invaders Review,Bad,3,Bad (3-3.9)
PS,Soviet Strike Review,Mediocre,5,Mediocre (5-5.9)
PS,South Park Review,Abysmal,1,Abysmal (0-1.9)
PS,Soul Blade Review,Great,8,Great (8-8.9)
PS,Soukaigi (Import) Review,Mediocre,5,Mediocre (5-5.9)
PS,Sammy Sosa's Softball Slam  Review,Bad,3,Bad (3-3.9)
PS,Smash Court 2 (Import) Review,Great,8,Great (8-8.9)
PS,Small Soldiers Review,Poor,4,Poor (4-4.9)
PS,Sled Storm Review,Great,8,Great (8-8.9)
PS,Silhouette Mirage Review,Poor,4,Poor (4-4.9)
PS,Shipwreckers! Review,Fair,6,Fair (6-6.9)
PS,Shadow Madness Review,Poor,4,Poor (4-4.9)
PS,Shanghai: True Valor Review,Mediocre,5,Mediocre (5-5.9)
PS,Shadow Tower Review,Bad,3,Bad (3-3.9)
PS,Shadow Man Review,Poor,4,Poor (4-4.9)
PS,Shadow Master Review,Good,7,Good (7-7.9)
PS,Street Fighter Collection 2 Review,Good,7,Good (7-7.9)
PS,Sentinel Returns Review,Good,7,Good (7-7.9)
PS,Sentient Review,Good,7,Good (7-7.9)
PS,Scrabble Review,Mediocre,5,Mediocre (5-5.9)
PS,San Francisco Rush Review,Bad,3,Bad (3-3.9)
PS,Samurai Shodown III Review,Fair,6,Fair (6-6.9)
PS,Rush Hour Review,Fair,6,Fair (6-6.9)
PS,Rushdown Review,Terrible,2,Terrible (2-2.9)
PS,Running Wild Review,Fair,6,Fair (6-6.9)
PS,Rugrats: Search for Reptar Review,Fair,6,Fair (6-6.9)
PS,R-Type Delta Review,Great,8,Great (8-8.9)
PS,Romance of the Three Kingdoms VI: Awakening of the Dragon Review,Fair,6,Fair (6-6.9)
PS,Rollaway Review,Good,7,Good (7-7.9)
PS,NHL Rock the Rink Review,Great,8,Great (8-8.9)
PS,Robotron X Review,Good,7,Good (7-7.9)
PS,Road Rash 3D Review,Good,7,Good (7-7.9)
PS,Shiritsu Justice Gakuen Nekketsu Seisyun Nikki 2 (Import) Review,Good,7,Good (7-7.9)
PS,Rival Schools: United By Fate Review,Good,7,Good (7-7.9)
PS,Rising Zan: The Samurai Gunman Review,Fair,6,Fair (6-6.9)
PS,Resident Evil: Director's Cut Review,Fair,6,Fair (6-6.9)
PS,Reloaded Review,Bad,3,Bad (3-3.9)
PS,Red Asphalt Review,Fair,6,Fair (6-6.9)
PS,Rebel Assault II Review,Poor,4,Poor (4-4.9)
PS,Ridge Racer Revolution Review,Mediocre,5,Mediocre (5-5.9)
PS,RC Stunt Copter Review,Good,7,Good (7-7.9)
PS,Ray Tracers Review,Mediocre,5,Mediocre (5-5.9)
PS,Rally Cross Review,Good,7,Good (7-7.9)
PS,Rakugaki Showtime (Import) Review,Good,7,Good (7-7.9)
PS,Rainbow Six Review,Bad,3,Bad (3-3.9)
PS,Railroad Tycoon II Review,Good,7,Good (7-7.9)
PS,Super Puzzle Fighter II Turbo Review,Good,7,Good (7-7.9)
PS,Psychic Force 2 (Import) Review,Fair,6,Fair (6-6.9)
PS,Psybadek Review,Mediocre,5,Mediocre (5-5.9)
PS,Project: Horned Owl Review,Mediocre,5,Mediocre (5-5.9)
PS,Project Overkill Review,Poor,4,Poor (4-4.9)
PS,Pro 18: World Tour Golf Review,Poor,4,Poor (4-4.9)
PS,Power Rangers Zeo Full Tilt Battle Pinball Review,Mediocre,5,Mediocre (5-5.9)
PS,Powermove Pro Wrestling Review,Fair,6,Fair (6-6.9)
PS,Porsche Challenge Review,Mediocre,5,Mediocre (5-5.9)
PS,Populous: The Beginning Review,Poor,4,Poor (4-4.9)
PS,Ultimate 8 Ball Review,Fair,6,Fair (6-6.9)
PS,Pool Hustler Review,Fair,6,Fair (6-6.9)
PS,Point Blank Review,Good,7,Good (7-7.9)
PS,Pitfall 3D: Beyond the Jungle Review,Good,7,Good (7-7.9)
PS,Pitball Review,Good,7,Good (7-7.9)
PS,Star Wars: Episode I The Phantom Menace Review,Poor,4,Poor (4-4.9)
PS,Peak Performance Review,Fair,6,Fair (6-6.9)
PS,VR Sports Powerboat Racing Review,Terrible,2,Terrible (2-2.9)
PS,Pandemonium Review,Mediocre,5,Mediocre (5-5.9)
PS,Pandemonium 2 Review,Good,7,Good (7-7.9)
PS,Pac-Man World Review,Good,7,Good (7-7.9)
PS,Ogre Battle: Limited Edition Review,Good,7,Good (7-7.9)
PS,Nuclear Strike Review,Mediocre,5,Mediocre (5-5.9)
PS,NHL Powerplay '96 Review,Mediocre,5,Mediocre (5-5.9)
PS,NHL Powerplay '98 Review,Mediocre,5,Mediocre (5-5.9)
PS,NHL Open Ice Review,Good,7,Good (7-7.9)
PS,NHL FaceOff '97 Review,Good,7,Good (7-7.9)
PS,NHL FaceOff 99 Review,Mediocre,5,Mediocre (5-5.9)
PS,NHL FaceOff 98 Review,Mediocre,5,Mediocre (5-5.9)
PS,NHL Championship 2000 Review,Good,7,Good (7-7.9)
PS,NHL Breakaway 98 Review,Good,7,Good (7-7.9)
PS,NHL 2000 Review,Superb,9,Excellent (9-10)
PS,Nightmare Creatures Review,Mediocre,5,Mediocre (5-5.9)
PS,NFL Quarterback Club 97 Review,Mediocre,5,Mediocre (5-5.9)
PS,NFL Gameday '97 Review,Great,8,Great (8-8.9)
PS,NFL Blitz Review,Great,8,Great (8-8.9)
PS,"Next Tetris, The Review",Good,7,Good (7-7.9)
PS,Newman/Haas Racing Review,Good,7,Good (7-7.9)
PS,Nectaris: Military Madness Review,Good,7,Good (7-7.9)
PS,NCAA March Madness 2000 Review,Great,8,Great (8-8.9)
PS,NCAA GameBreaker 2000 Review,Great,8,Great (8-8.9)
PS,NCAA Gamebreaker 99 Review,Great,8,Great (8-8.9)
PS,NCAA Gamebreaker Review,Mediocre,5,Mediocre (5-5.9)
PS,NCAA Basketball Final Four 97 Review,Fair,6,Fair (6-6.9)
PS,NCAA Football 99 Review,Good,7,Good (7-7.9)
PS,NCAA Football 98 Review,Good,7,Good (7-7.9)
PS,NCAA Final Four 2000 Review,Good,7,Good (7-7.9)
PS,NBA In The Zone '99 Review,Poor,4,Poor (4-4.9)
PS,NBA In The Zone 2 Review,Good,7,Good (7-7.9)
PS,NBA Shootout 2000 Review,Great,8,Great (8-8.9)
PS,NBA ShootOut 98 Review,Poor,4,Poor (4-4.9)
PS,NBA Shootout '97 Review,Good,7,Good (7-7.9)
PS,NBA Live 98 Review,Good,7,Good (7-7.9)
PS,NBA Live 97 Review,Great,8,Great (8-8.9)
PS,NBA Jam Extreme Review,Fair,6,Fair (6-6.9)
PS,NBA In The Zone '98 Review,Mediocre,5,Mediocre (5-5.9)
PS,NBA Hangtime Review,Mediocre,5,Mediocre (5-5.9)
PS,NBA Fastbreak '98 Review,Good,7,Good (7-7.9)
PS,NASCAR Rumble Review,Fair,6,Fair (6-6.9)
PS,NASCAR Racing Review,Great,8,Great (8-8.9)
PS,NASCAR 99 Review,Fair,6,Fair (6-6.9)
PS,NASCAR 98 Review,Good,7,Good (7-7.9)
PS,NASCAR 2000 Review,Good,7,Good (7-7.9)
PS,Namco Museum Volume 4 Review,Poor,4,Poor (4-4.9)
PS,Namco Museum Volume 3 Review,Mediocre,5,Mediocre (5-5.9)
PS,Namco Museum Volume 2 Review,Good,7,Good (7-7.9)
PS,Namco Museum Volume 1 Review,Fair,6,Fair (6-6.9)
PS,Nagano Winter Olympics '98 Review,Bad,3,Bad (3-3.9)
PS,MTV Music Generator Review,Good,7,Good (7-7.9)
PS,MTV Sports: Snowboarding Review,Great,8,Great (8-8.9)
PS,Mobile Suit Z-Gundam (Import) Review,Poor,4,Poor (4-4.9)
PS,No One Can Stop Mr. Domino! Review,Fair,6,Fair (6-6.9)
PS,WCW/NWO Thunder Review,Mediocre,5,Mediocre (5-5.9)
PS,Motor Toon Grand Prix Review,Good,7,Good (7-7.9)
PS,Moto Racer Review,Good,7,Good (7-7.9)
PS,Monster Rancher Review,Great,8,Great (8-8.9)
PS,Monopoly Review,Poor,4,Poor (4-4.9)
PS,Monkey Hero Review,Bad,3,Bad (3-3.9)
PS,MLB Pennant Race Review,Good,7,Good (7-7.9)
PS,MLB 2000 Review,Great,8,Great (8-8.9)
PS,Mortal Kombat Trilogy Review,Great,8,Great (8-8.9)
PS,Mortal Kombat Mythologies: Sub-Zero Review,Good,7,Good (7-7.9)
PS,Missile Command Review,Poor,4,Poor (4-4.9)
PS,Midnight Run (Import) Review,Terrible,2,Terrible (2-2.9)
PS,Micro Machines V3 Review,Mediocre,5,Mediocre (5-5.9)
PS,Mega Man Legends Review,Good,7,Good (7-7.9)
PS,Rockman Battle & Chase (Import) Review,Good,7,Good (7-7.9)
PS,MediEvil Review,Great,8,Great (8-8.9)
PS,MechWarrior 2 Review,Fair,6,Fair (6-6.9)
PS,Jeremy McGrath Supercross '98 Review,Mediocre,5,Mediocre (5-5.9)
PS,Master of Monsters Review,Poor,4,Poor (4-4.9)
PS,Maximum Force Review,Poor,4,Poor (4-4.9)
PS,Mass Destruction Review,Good,7,Good (7-7.9)
PS,Marvel Super Heroes Review,Mediocre,5,Mediocre (5-5.9)
PS,NCAA March Madness '98 Review,Fair,6,Fair (6-6.9)
PS,NCAA March Madness 99 Review,Fair,6,Fair (6-6.9)
PS,Magical Drop F (Import) Review,Good,7,Good (7-7.9)
PS,Madden NFL 97 Review,Good,7,Good (7-7.9)
PS,Madden NFL 99 Review,Great,8,Great (8-8.9)
PS,Madden NFL 98 Review,Great,8,Great (8-8.9)
PS,Madden NFL 2000 Review,Superb,9,Excellent (9-10)
PS,Macross Digital Mission VF-X (Import) Review,Poor,4,Poor (4-4.9)
PS,Machine Head Review,Poor,4,Poor (4-4.9)
PS,Machine Hunter Review,Poor,4,Poor (4-4.9)
PS,Lunar: Silver Star Story Complete Review,Good,7,Good (7-7.9)
PS,Libero Grande (Import) Review,Great,8,Great (8-8.9)
PS,Blood Omen: Legacy of Kain Review,Good,7,Good (7-7.9)
PS,Professional Underground League of Pain Review,Poor,4,Poor (4-4.9)
PS,Future Cop: L.A.P.D. Review,Good,7,Good (7-7.9)
PS,Konami Arcade Classics Review,Good,7,Good (7-7.9)
PS,KO the Live Boxing (Import) Review,Terrible,2,Terrible (2-2.9)
PS,Knockout Kings Review,Good,7,Good (7-7.9)
PS,Knockout Kings 2000 Review,Good,7,Good (7-7.9)
PS,King's Field Review,Fair,6,Fair (6-6.9)
PS,King Of Fighters 95 Review,Mediocre,5,Mediocre (5-5.9)
PS,K-1 Revenge Review,Mediocre,5,Mediocre (5-5.9)
PS,Jumping Flash! 2 Review,Good,7,Good (7-7.9)
PS,Robbit Mon Dieu (Import) Review,Mediocre,5,Mediocre (5-5.9)
PS,Judge Dredd Review,Terrible,2,Terrible (2-2.9)
PS,Jet Moto 3 Review,Good,7,Good (7-7.9)
PS,Jet Moto 2 Review,Great,8,Great (8-8.9)
PS,Jersey Devil Review,Mediocre,5,Mediocre (5-5.9)
PS,Irritating Stick Review,Bad,3,Bad (3-3.9)
PS,Iron Man / X-O Manowar in Heavy Metal Review,Mediocre,5,Mediocre (5-5.9)
PS,Invasion From Beyond Review,Good,7,Good (7-7.9)
PS,Intellivision Game Classics Review,Poor,4,Poor (4-4.9)
PS,Impact Racing Review,Good,7,Good (7-7.9)
PS,Incredible Hulk: The Pantheon Saga Review,Terrible,2,Terrible (2-2.9)
PS,Hot Shots Golf 2 Review,Great,8,Great (8-8.9)
PS,Hot Shots Golf Review,Great,8,Great (8-8.9)
SAT,X-Men vs. Street Fighter (Import) Review,Good,7,Good (7-7.9)
SAT,Soukyugurentai (Import) Review,Great,8,Great (8-8.9)
SAT,Scud Review,Mediocre,5,Mediocre (5-5.9)
SAT,Sonic R Review,Mediocre,5,Mediocre (5-5.9)
SAT,PGA Tour 97 Review,Fair,6,Fair (6-6.9)
SAT,NFL 97 Review,Poor,4,Poor (4-4.9)
SAT,Marvel Super Heroes vs. Street Fighter (Import) Review,Good,7,Good (7-7.9)
SAT,Lunacy Review,Mediocre,5,Mediocre (5-5.9)
SAT,Manx TT Super Bike Review,Fair,6,Fair (6-6.9)
SAT,Loaded Review,Fair,6,Fair (6-6.9)
SAT,Hexen Review,Poor,4,Poor (4-4.9)
SAT,FIFA Road to World Cup 98 Review,Good,7,Good (7-7.9)
SAT,D-Xhird (Import) Review,Abysmal,1,Abysmal (0-1.9)
SAT,Casper Review,Fair,6,Fair (6-6.9)
SAT,Area 51 Review,Good,7,Good (7-7.9)
PS,You Don't Know Jack Review,Good,7,Good (7-7.9)
PS,Xena: Warrior Princess Review,Poor,4,Poor (4-4.9)
PS,WWF War Zone Review,Great,8,Great (8-8.9)
PS,Warzone 2100 Review,Fair,6,Fair (6-6.9)
PS,Vandal Hearts II Review,Good,7,Good (7-7.9)
PS,Vigilante 8: Second Offense Review,Good,7,Good (7-7.9)
PS,Trick'N Snowboarder Review,Fair,6,Fair (6-6.9)
PS,Trap Gunner Review,Good,7,Good (7-7.9)
PS,T.R.A.G. Review,Mediocre,5,Mediocre (5-5.9)
PS,Triple Play 2000 Review,Good,7,Good (7-7.9)
PS,Tomba! Review,Great,8,Great (8-8.9)
PS,Tomba! 2 Review,Great,8,Great (8-8.9)
PS,TOCA Touring Car Championship Review,Good,7,Good (7-7.9)
PS,TOCA 2 Touring Car Challenge Review,Mediocre,5,Mediocre (5-5.9)
PS,Tiger Woods 99 PGA Tour Golf Review,Good,7,Good (7-7.9)
PS,Test Drive: Off-Road 3 Review,Poor,4,Poor (4-4.9)
PS,Test Drive: Off-Road 2 Review,Fair,6,Fair (6-6.9)
PS,Test Drive 6 Review,Mediocre,5,Mediocre (5-5.9)
PS,Tarzan Review,Good,7,Good (7-7.9)
PS,T'ai Fu: Wrath of the Tiger Review,Fair,6,Fair (6-6.9)
PS,Streak Review,Mediocre,5,Mediocre (5-5.9)
PS,NHL Blades of Steel 2000 Review,Bad,3,Bad (3-3.9)
PS,Steel Reign Review,Good,7,Good (7-7.9)
PS,Spawn the Eternal Review,Abysmal,1,Abysmal (0-1.9)
PS,Spider: The Video Game Review,Good,7,Good (7-7.9)
PS,Soul of the Samurai Review,Mediocre,5,Mediocre (5-5.9)
PS,S.C.A.R.S. Review,Good,7,Good (7-7.9)
PS,Army Men: Sarge's Heroes Review,Bad,3,Bad (3-3.9)
PS,SaGa Frontier II Review,Fair,6,Fair (6-6.9)
PS,Rampage 2: Universal Tour Review,Poor,4,Poor (4-4.9)
PS,Ready 2 Rumble Boxing Review,Good,7,Good (7-7.9)
PS,Road Rash: Jailbreak Review,Good,7,Good (7-7.9)
PS,Rosco McQueen: Firefighter Extreme Review,Mediocre,5,Mediocre (5-5.9)
PS,Riven: The Sequel to Myst Review,Mediocre,5,Mediocre (5-5.9)
PS,Risk Review,Good,7,Good (7-7.9)
PS,Ridge Racer Type 4 Review,Great,8,Great (8-8.9)
PS,Re-Volt Review,Poor,4,Poor (4-4.9)
PS,ReBoot Review,Poor,4,Poor (4-4.9)
PS,Rat Attack Review,Terrible,2,Terrible (2-2.9)
PS,Rascal Review,Poor,4,Poor (4-4.9)
PS,Quake II Review,Good,7,Good (7-7.9)
PS,Q*Bert Review,Bad,3,Bad (3-3.9)
PS,Poy Poy Review,Mediocre,5,Mediocre (5-5.9)
PS,Pong Review,Poor,4,Poor (4-4.9)
PS,PGA Tour 97 Review,Mediocre,5,Mediocre (5-5.9)
PS,One Review,Good,7,Good (7-7.9)
PS,Or Die Trying (O.D.T.) Review,Mediocre,5,Mediocre (5-5.9)
PS,No Fear Downhill Mountain Biking Review,Mediocre,5,Mediocre (5-5.9)
PS,NHL 99 Review,Great,8,Great (8-8.9)
PS,Ninja: Shadow  of Darkness Review,Mediocre,5,Mediocre (5-5.9)
PS,NHL 98 Review,Good,7,Good (7-7.9)
PS,NHL 97 Review,Good,7,Good (7-7.9)
PS,Need For Speed: High Stakes Review,Great,8,Great (8-8.9)
PS,Need for Speed: Porsche Unleashed Review,Mediocre,5,Mediocre (5-5.9)
PS,Need For Speed II Review,Good,7,Good (7-7.9)
PS,NFL Xtreme 2 Review,Bad,3,Bad (3-3.9)
PS,Need for Speed III: Hot Pursuit Review,Great,8,Great (8-8.9)
PS,N2O: Nitrous Oxide Review,Poor,4,Poor (4-4.9)
PS,Myst Review,Fair,6,Fair (6-6.9)
PS,Marvel Super Heroes vs. Street Fighter Review,Mediocre,5,Mediocre (5-5.9)
PS,Monster Rancher 2 Review,Great,8,Great (8-8.9)
PS,MLB 99 Review,Fair,6,Fair (6-6.9)
PS,MLB '98 Review,Fair,6,Fair (6-6.9)
PS,Killer Loop Review,Fair,6,Fair (6-6.9)
PS,South Park: Chef's Luv Shack Review,Bad,3,Bad (3-3.9)
PS,Bugs Bunny: Lost in Time Review,Good,7,Good (7-7.9)
PS,Adventures of Lomax Review,Good,7,Good (7-7.9)
PS,Alexi Lalas International Soccer Review,Bad,3,Bad (3-3.9)
PS,Planet Laika (Import) Review,Fair,6,Fair (6-6.9)
PS,Kensei: Sacred Fist Review,Poor,4,Poor (4-4.9)
PS,K1 The Arena Fighters Review,Mediocre,5,Mediocre (5-5.9)
PS,Juggernaut Review,Poor,4,Poor (4-4.9)
PS,Jojo's Bizarre Adventure Review,Great,8,Great (8-8.9)
PS,Jade Cocoon: Story of Tamamayu Review,Good,7,Good (7-7.9)
PS,Intelligent Qube Review,Fair,6,Fair (6-6.9)
